DCI / Nome Genérico;Nome do Medicamento;Forma Farmacêutica;Dosagem;Estado de Autorização;Genérico;Titular de AIM;Stock
Lamotrigina;Lamictal;Comprimido;200 mg;Autorizado;N;GlaxoSmithkline Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamictal;Comprimido;25 mg;Autorizado;N;GlaxoSmithkline Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamictal;Comprimido;50 mg;Autorizado;N;GlaxoSmithkline Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamictal;Comprimido dispersível ou para mastigar;100 mg;Autorizado;N;GlaxoSmithkline Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamictal;Comprimido dispersível ou para mastigar;2 mg;Autorizado;N;GlaxoSmithkline Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamictal;Comprimido dispersível ou para mastigar;200 mg;Autorizado;N;GlaxoSmithkline Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamictal;Comprimido dispersível ou para mastigar;25 mg;Autorizado;N;GlaxoSmithkline Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamictal;Comprimido dispersível ou para mastigar;5 mg;Autorizado;N;GlaxoSmithkline Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamictal;Comprimido dispersível ou para mastigar;50 mg;Autorizado;N;GlaxoSmithkline Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Actavis;Comprimido;100 mg;Autorizado;S;Actavis A/S Sucursal;50
Lamotrigina;Lamotrigina Actavis;Comprimido;200 mg;Autorizado;S;Actavis A/S Sucursal;50
Lamotrigina;Lamotrigina Actavis;Comprimido;25 mg;Autorizado;S;Actavis A/S Sucursal;50
Lamotrigina;Lamotrigina Actavis;Comprimido;50 mg;Autorizado;S;Actavis A/S Sucursal;50
Lamotrigina;Lamotrigina Aurobindo;Comprimido;100 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Aurobindo;Comprimido;200 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Aurobindo;Comprimido;25 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Aurobindo;Comprimido;50 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Aurovitas;Comprimido;100 mg;Autorizado;S;Aurovitas Unipessoal, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Aurovitas;Comprimido;200 mg;Autorizado;S;Aurovitas Unipessoal, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Aurovitas;Comprimido;25 mg;Autorizado;S;Aurovitas Unipessoal, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Aurovitas;Comprimido;50 mg;Autorizado;S;Aurovitas Unipessoal, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Azevedos;Comprimido;100 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Azevedos;Comprimido;200 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Azevedos;Comprimido;25 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Azevedos;Comprimido;50 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Basi;Comprimido;100 mg;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Lamotrigina;Lamotrigina Basi;Comprimido;200 mg;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Lamotrigina;Lamotrigina Basi;Comprimido;25 mg;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Lamotrigina;Lamotrigina Basi;Comprimido;50 mg;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Lamotrigina;Lamotrigina Ciclum;Comprimido dispersível;100 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Ciclum;Comprimido dispersível;200 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Ciclum;Comprimido dispersível;25 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Ciclum;Comprimido dispersível;5 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Ciclum;Comprimido dispersível;50 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Generis;Comprimido;100 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Generis;Comprimido;200 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Generis;Comprimido;25 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Generis;Comprimido;50 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Generis;Comprimido dispersível;100 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Generis;Comprimido dispersível;2 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Generis;Comprimido dispersível;200 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Generis;Comprimido dispersível;25 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Generis;Comprimido dispersível;5 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Generis;Comprimido dispersível;50 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina Germed;Comprimido;100 mg;Autorizado;S;Germed Farmacêutica, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Germed;Comprimido;200 mg;Autorizado;S;Germed Farmacêutica, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Germed;Comprimido;25 mg;Autorizado;S;Germed Farmacêutica, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Germed;Comprimido;50 mg;Autorizado;S;Germed Farmacêutica, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Jaba 100 mg Comprimidos;Comprimido;100 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Lamotrigina;Lamotrigina Jaba 100 mg Comprimidos Dispersíveis;Comprimido dispersível;100 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Lamotrigina;Lamotrigina Jaba 2 mg Comprimidos Dispersíveis;Comprimido dispersível;2 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Lamotrigina;Lamotrigina Jaba 200 mg Comprimidos;Comprimido;200 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Lamotrigina;Lamotrigina Jaba 200 mg Comprimidos Dispersíveis;Comprimido dispersível;200 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Lamotrigina;Lamotrigina Jaba 25 mg Comprimidos;Comprimido;25 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Lamotrigina;Lamotrigina Jaba 25 mg Comprimidos Dispersíveis;Comprimido dispersível;25 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Lamotrigina;Lamotrigina Jaba 5 mg Comprimidos Dispersíveis;Comprimido dispersível;5 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Lamotrigina;Lamotrigina Jaba 50 mg Comprimidos;Comprimido;50 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Lamotrigina;Lamotrigina Jaba 50 mg Comprimidos Dispersíveis;Comprimido dispersível;50 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Lamotrigina;Lamotrigina Labesfal;Comprimido;100 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Lamotrigina;Lamotrigina Labesfal;Comprimido;200 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Lamotrigina;Lamotrigina Labesfal;Comprimido;25 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Lamotrigina;Lamotrigina Labesfal;Comprimido;50 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Lamotrigina;Lamotrigina Labesfal;Comprimido dispersível;100 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Lamotrigina;Lamotrigina Labesfal;Comprimido dispersível;200 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Lamotrigina;Lamotrigina Labesfal;Comprimido dispersível;25 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Lamotrigina;Lamotrigina Labesfal;Comprimido dispersível;50 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Lamotrigina;Lamotrigina Mylan;Comprimido;100 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Mylan;Comprimido;200 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Mylan;Comprimido;25 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Mylan;Comprimido;50 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Teva 100 mg Comprimidos;Comprimido;100 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Teva 200 mg Comprimidos;Comprimido;200 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Teva 25 mg Comprimidos;Comprimido;25 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Teva 50 mg Comprimidos;Comprimido;50 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Wynn;Comprimido;100 mg;Autorizado;S;Bluelife, Sociedade Unipessoal Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Wynn;Comprimido;200 mg;Autorizado;S;Bluelife, Sociedade Unipessoal Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Wynn;Comprimido;25 mg;Autorizado;S;Bluelife, Sociedade Unipessoal Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Wynn;Comprimido;50 mg;Autorizado;S;Bluelife, Sociedade Unipessoal Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Wynn;Comprimido dispersível;100 mg;Autorizado;S;Bluelife, Sociedade Unipessoal Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Wynn;Comprimido dispersível;200 mg;Autorizado;S;Bluelife, Sociedade Unipessoal Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Wynn;Comprimido dispersível;25 mg;Autorizado;S;Bluelife, Sociedade Unipessoal Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina Wynn;Comprimido dispersível;50 mg;Autorizado;S;Bluelife, Sociedade Unipessoal Lda.;50,,,,,,,,
Lamotrigina;Lamotrigina toLife;Comprimido;100 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina toLife;Comprimido;200 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina toLife;Comprimido;25 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lamotrigina;Lamotrigina toLife;Comprimido;50 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lanreotida;Somatulina Autogel;Solução injetável em seringa pré-cheia;120 mg/488 mg;Autorizado;N;Ipsen Portugal - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lanreotida;Somatulina Autogel;Solução injetável em seringa pré-cheia;60 mg/244 mg;Autorizado;N;Ipsen Portugal - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lanreotida;Somatulina Autogel;Solução injetável em seringa pré-cheia;90 mg/366 mg;Autorizado;N;Ipsen Portugal - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lanreotida;Somatulina LP 30 mg;Pó e veículo para suspensão injetável de libertação prolongada;30 mg/2 ml;Autorizado;N;Ipsen Portugal - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lansoprazol;Alexin;Cápsula gastrorresistente;60 mg;Autorizado;N;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Belmural;Cápsula gastrorresistente;30 mg;Autorizado;S;Well Pharma, S.A.;50,,,,,,,,
Lansoprazol;Dispepci;Cápsula gastrorresistente;15 mg;Autorizado;N;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Gastribien;Cápsula gastrorresistente;30 mg;Autorizado;N;Decomed Farmacêutica, S.A.;50,,,,,,,,
Lansoprazol;Gastroliber;Cápsula gastrorresistente;60 mg;Autorizado;N;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Actavis;Cápsula gastrorresistente;15 mg;Autorizado;S;Actavis A/S Sucursal;50
Lansoprazol;Lansoprazol Actavis;Cápsula gastrorresistente;30 mg;Autorizado;S;Actavis A/S Sucursal;50
Lansoprazol;Lansoprazol Alexin;Cápsula gastrorresistente;15 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Alexin;Cápsula gastrorresistente;30 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Almus;Cápsula gastrorresistente;15 mg;Autorizado;S;Almus, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Almus;Cápsula gastrorresistente;30 mg;Autorizado;S;Almus, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Alprotec;Cápsula gastrorresistente;30 mg;Autorizado;S;Phagecon - Serviços e Consultoria Farmacêutica, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Alter 15 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;15 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Alter 30 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;30 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Azevedos;Cápsula gastrorresistente;30 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Baldacci 15 mg Cápsulas duras gastrorresistentes;Cápsula gastrorresistente;15 mg;Autorizado;S;Baldacci - Portugal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Baldacci 30 mg Cápsulas duras gastrorresistentes;Cápsula gastrorresistente;30 mg;Autorizado;S;Baldacci - Portugal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Basi;Cápsula gastrorresistente;15 mg;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Lansoprazol;Lansoprazol Basi;Cápsula gastrorresistente;30 mg;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Lansoprazol;Lansoprazol Blixie;Cápsula gastrorresistente;15 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Blixie;Cápsula gastrorresistente;30 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Bluepharma;Cápsula gastrorresistente;15 mg;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Bluepharma;Cápsula gastrorresistente;30 mg;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Ciclum;Cápsula gastrorresistente;15 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Ciclum;Cápsula gastrorresistente;30 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Cinfa 15 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;15 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Cinfa 30 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;30 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Daquimed;Cápsula gastrorresistente;15 mg;Autorizado;S;Daquimed - Comércio de Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Daquimed;Cápsula gastrorresistente;30 mg;Autorizado;S;Daquimed - Comércio de Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Decafarma;Cápsula gastrorresistente;15 mg;Autorizado;S;Decafarma - Comércio de Produtos Farmacêuticos, Lda;50,,,,,,,,
Lansoprazol;Lansoprazol Decafarma;Cápsula gastrorresistente;30 mg;Autorizado;S;Decafarma - Comércio de Produtos Farmacêuticos, Lda;50,,,,,,,,
Lansoprazol;Lansoprazol Doxatec 15 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;15 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Doxatec 30 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;30 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Farmoz;Cápsula gastrorresistente;15 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Farmoz;Cápsula gastrorresistente;30 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Farmoz;Cápsula gastrorresistente;60 mg;Autorizado;N;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol GP;Cápsula gastrorresistente;15 mg;Autorizado;S;GP - Genéricos Portugueses, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol GP;Cápsula gastrorresistente;30 mg;Autorizado;S;GP - Genéricos Portugueses, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Gastroliber;Cápsula gastrorresistente;15 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Gastroliber;Cápsula gastrorresistente;30 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Generis;Cápsula gastrorresistente;15 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Generis;Cápsula gastrorresistente;30 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Germed;Cápsula gastrorresistente;15 mg;Autorizado;S;Germed Farmacêutica, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Germed;Cápsula gastrorresistente;30 mg;Autorizado;S;Germed Farmacêutica, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Jaba 30 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;30 mg;Autorizado;S;Jaba Recordati, S. A.;50,,,,,,,,
Lansoprazol;Lansoprazol KRKA 15 mg Cápsulas Gastrorresistentes;Cápsula gastrorresistente;15 mg;Autorizado;S;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;50,,,,,,,
Lansoprazol;Lansoprazol KRKA 30 mg Cápsulas Gastrorresistentes;Cápsula gastrorresistente;30 mg;Autorizado;S;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;50,,,,,,,
Lansoprazol;Lansoprazol Labesfal 30 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;30 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Lansoprazol;Lansoprazol Lansox 30 mg Cápsulas Duras Gastrorresistentes;Cápsula gastrorresistente;30 mg;Autorizado;S;   Pharmout - Farmacêutica Internacional,  Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Lanzogastro;Cápsula gastrorresistente;30 mg;Autorizado;S;Alfa Wassermann - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Lumec;Cápsula gastrorresistente;15 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Lumec;Cápsula gastrorresistente;30 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Mepha;Cápsula gastrorresistente;15 mg;Autorizado;S;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;50,,,,,,,
Lansoprazol;Lansoprazol Mepha;Cápsula gastrorresistente;30 mg;Autorizado;S;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;50,,,,,,,
Lansoprazol;Lansoprazol Mer;Cápsula gastrorresistente;30 mg;Autorizado;S;Mer Medicamentos, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Mylan;Comprimido orodispersível;15 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Mylan;Comprimido orodispersível;30 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Mylan;Cápsula gastrorresistente;15 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Mylan;Cápsula gastrorresistente;30 mg;Autorizado;S;Mylan, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Pentafarma;Cápsula gastrorresistente;15 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Pentafarma;Cápsula gastrorresistente;30 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Pharmakern;Cápsula gastrorresistente;15 mg;Autorizado;S;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;50,,,,,,,
Lansoprazol;Lansoprazol Pharmakern;Cápsula gastrorresistente;30 mg;Autorizado;S;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;50,,,,,,,
Lansoprazol;Lansoprazol Qualitec;Cápsula gastrorresistente;15 mg;Autorizado;S;Bluefish Pharmaceuticals AB;50
Lansoprazol;Lansoprazol Qualitec;Cápsula gastrorresistente;30 mg;Autorizado;S;Bluefish Pharmaceuticals AB;50
Lansoprazol;Lansoprazol Quimedical;Cápsula gastrorresistente;30 mg;Autorizado;S;Quimedical - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Ratiopharm;Cápsula gastrorresistente;15 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Ratiopharm;Cápsula gastrorresistente;30 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Sandoz 15 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;15 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Sandoz 30 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;30 mg;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Stada;Cápsula gastrorresistente;15 mg;Autorizado;S;Stada, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Stada;Cápsula gastrorresistente;30 mg;Autorizado;S;Stada, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Tetrafarma 30 mg Cápsulas gastrorresistentes;Cápsula gastrorresistente;30 mg;Autorizado;S;Tetrafarma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Teva;Comprimido orodispersível;15 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Teva;Comprimido orodispersível;30 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Teva;Cápsula gastrorresistente;15 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol Teva;Cápsula gastrorresistente;30 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Lansoprazol;Lansoprazol ToLife;Cápsula gastrorresistente;15 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol ToLife;Cápsula gastrorresistente;30 mg;Autorizado;S;ToLife - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Vida;Cápsula gastrorresistente;15 mg;Autorizado;S;Vida - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Vida;Cápsula gastrorresistente;30 mg;Autorizado;S;Vida - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Lansoprazol;Lansoprazol Zentiva;Cápsula gastrorresistente;15 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
